Comment Title,Comment Body,Poster,Date,Time,Recs
,"RJ, a loan is when team B borrows a player from team A for a set amount of time. (usually a season or half a season.) The player plays for team B and is payed by them. After the period is over, the player goes back to team A. Note: The loaned player cannot play against the team it was loaned from.
 Comparing it to anything American is impossible because this idea is nonexistant in their sports. The closest thing I can think of is when a player is traded during the trade deadline but returns to the team is traded from the next season. For example, Doug Weight was from the Blues to the Hurricanes at the trade deadline. After the season was over, he resigned with the Blues. This is different, but the easiest thing to compare it to. Hopefully, that wasnt too confusing.",Allesandro ,"Jan 8, 2008 ", 11:26 AM,
,"R.J. i’m trying to think of an example where some loan-ish thing happens in the States & Canada. The only example I can come up with is the farm leagues those big NHL and MLB teams use for youngsters. In theory, those first teams who own a players rights send them back to Triple ‘A’ or their farm team just for more reps. But, the difference I find with soccer is that the first team can (ie Juve, Man U, Barca) loan their players out on contractual agreements to completely foreign teams/leagues whilst still owning their rights.
Same shit, just “farm teams” are global. Does that help?",roberto ,"Jan 8, 2008 ", 11:29 AM,
,Allesandro I didn’t know about how the loaned player cannot play against the team it was loaned from…. What about Giovinco when he played against Juventus earlier this season in Coppa Italia for Empoli?,roberto ,"Jan 8, 2008 ", 11:33 AM,
,i think they changed that rule and now it is to the coach’s choice to play the player against his parent club,sofia ,"Jan 8, 2008 ", 11:54 AM,
,"That would explain it, thanks sofia. hey what position do you play? Canadian women’s soccer is incredible at the moment. I can’t tell you how many hotties I see at the hangar or BMO field or soccer centre on a daily period.",roberto ,"Jan 8, 2008 ", 11:57 AM,
,"Alessandro, thanks for clearing that up for me.
Roberto, i know what you mean. I have a weakness for soccer girls. I was friends with all the girls soccer players in college and actually got one to cheat on her soccer player boyfriend with me. just thought i’d share. sofia is probably a goalie, if you know what i mean.",R.J. ,"Jan 8, 2008 ", 12:13 PM,
,"Dude, this is a totally different thing than what I post on the front page. But I assume you knew that, and were just looking for clicks? (:",Martha ,"Jan 11, 2008 ", 12:08 PM,
,haha well off the pitch im can play whatever position you like but on the pitch i play striker or mid…well i play more of ADP’s position….,sofia ,"Jan 11, 2008 ", 5:27 PM,
,"“whatever position you like”
haha, now you’re talking.",R.J. ,"Jan 12, 2008 ", 10:40 AM,
,Thought you might like that one R.J. haha that was for you ;),sofia ,"Jan 12, 2008 ", 5:38 PM,
,im sorry to hear your dreams were crushed today. oh well we will maybe sign someone better…..maybe. well VDV and Huntelaar wont seem to be coming until the summer as will the “new Ibra”. as for the defence i havent heard anything. hopefully we will bring in a big name and the management are just keeping it on the DL for a while and then surprise! we signed the best defender in serie a and we win serie a and inter cry hahaha that would be cool. sorry i was in my own world there for a second. gigi says he wants to see amauri at juve this summer. more non-defenders associated with us. i guess we are just going to have to deal with our less than perfect defence for at least this season.,sofia ,"Jan 3, 2008 ", 12:25 PM,
,"Damn sofia your right. No big names will sign with Juve until the summer, thats just way it goes since teams can raise transfer prices as more buyers enter the market at season’s end. Personally, I can’t believe all this talk about non-defenders. Hopefully your right and our management are just keeping it on the down low for a while and then surprise!!! we sign a world class defender, and we win serie A… and Inter cry… and their stadium burns down… and Moratti loses 200+ million a season… wait, that part actually happened hahaha",roberto ,"Jan 3, 2008 ", 12:36 PM,
,"hahai like the ending to your story better because it isnt a story…i doubt we will be signing any big names anytime soon so dont get your hopes up but you know crazier things have happened…i mean look inter havent lost a game this season! if that can happen anything is possible roberto, anything. by 2010 inter wont be allowed to have less than 6 national players on their starting XI well actually no one will for that matter..",sofia ,"Jan 3, 2008 ", 12:52 PM,
,"I wish we still had Ibra… I’m not gonna lie,
single tear.",roberto ,"Jan 3, 2008 ", 1:09 PM,
,no. please dont. ever. say. that. again. i can barely speak his name without throwing something. one of my friends hes a juventino like hardcore and he had an ibra jeresey and then when ibra went to inter he burned the jersey. he said it was the best and worst moment of his life – the worst being that he was burning a juve shirt and the best being that he was burning an ibra shirt after he went to merda inter. hes a pretty intense guy… anyways point of the story is that we hate ibra and never want him back even if he came back crowling and crying. keyser chiellini would be very disappointed in you for even thinking that.,sofia ,"Jan 3, 2008 ", 2:04 PM,
,"ibra is a pussy. it doesnt matter who we get because we are still going to need someone to take care of Zlatan, inter is too tough, we need them to falter at some point.",R.J. ,"Jan 3, 2008 ", 2:28 PM,
,"No one can deny Ibra’s talent sofia. yes, he left us. yes, he joined our bitter rivals, and yes, he can be the biggest pussy when he wants to be R.J. But the reason he’s treated so badly (by comparison with other ex-juventus players) is that within juventini circles he was once tremendously loved & revered. i regret to say i was one of those who loved him so, much like your friend.
No need to worry. Since then my tears have run dry and my veins pump ice cold water into my broken beating heart. :(",roberto ,"Jan 3, 2008 ", 2:42 PM,
,as long as you hate him now im ok. fuck ibra. fuck inter. they will slip up. they have to. i got moggi all over that shit…no worries :D,sofia ,"Jan 3, 2008 ", 2:45 PM,
,"saying that inter WILL slip up because they HAVE TO is stupid, what makes you think that? the fact that they have beaten the shit out of everyone so far? the only way this can happen is if johnny and rocco pay some team members a visit.",R.J. ,"Jan 3, 2008 ", 4:56 PM,
,"First of all, why do we need Ibra? We have a striking corps second to no one. Let me ask you this. How many World Cup winners are there in the Inter strikers? NONE. How many at Juve? THREE.
I think we don’t need Ivanovic, cause he’s a center-back. We need a full back, a world class one ( BUY ZAMBROTTA HE’S DIRT CHEAP DON’T LET HIM GO TO THOSE DIRTY MILANISTAS ) to fill in that dubious Criscito/Zebina/Grygera spot. The Legrottaglie-Chiellini partnership has been absolutely rock solid, no reason to break it up, it’s just going to get better. I think Andrade is going to have to deal with being a sub/reserve.",Alessio ,"Jan 3, 2008 ", 5:22 PM,
,criscito looks better than ivanovic from what i seen on youtube,adfad ,"Jan 3, 2008 ", 5:32 PM,
,"I don’t know about buying Zambrotta back. Something just doesn’t rub me the right way with signing him after he left. Zambrotta today is better than Molinaro yes, and our Legrottaglie-Chiellini partnership shows promise, but just like Chiellini who moved from a full back position with Juve into a center defending role earlier this season, we could have converted Ivanovic into a fucking crazy full back. A better defending Zambrotta with a decade of years on him at perhaps a lower price.
Oh well he’s gone now, what the fuck can I do. So of course lets buy Zambrotta before Milan does. Those guys aren’t happy with Oddo at all…",roberto ,"Jan 3, 2008 ", 8:32 PM,
,"adfad i agree with you, but I don’t think they have computers in Russia so our comparison isn’t fair.",roberto ,"Jan 3, 2008 ", 8:34 PM,
,"i’m a Milan fan, but i can’t deny my admirations for the Juve team.. Buffon, Crisicto, Nocerino, Giovinco, Del Piero.. simply CLASS players and a CLASS team.. Criscito and Giovinco are gonna make headlines soon..
i don’t know much about your defensive problems, but if you land VDV or Diego, then you’ll more likely to challenge for the title..",moka ,"Jan 4, 2008 ", 6:33 AM,
,"how could i forget Chiellini.. shit..
and Alessio, dirty Milanistas?!.. both of us know that the Interista’s are the straight out dirty ones!",moka ,"Jan 4, 2008 ", 6:35 AM,
,"Moka, you also forgot Trezeguet.",R.J. ,"Jan 4, 2008 ", 8:37 AM,
,"Moka thanks very much. Since we’re being honest with eachother I should mention that I do hold Milan European accomplishments in high regard.
Your team (when on top form) can’t be beat anywhere on this planet.
I’m thinking maybe you boys got a little complacent this season. I mean, I don’t blame you. What else is there to do after you’ve conquered Europe so many times??",roberto ,"Jan 4, 2008 ", 10:14 AM,
,"R.J., I don’t like him that much, but truly a prolific striker.
Roberto, thank you. Milan ended 2007 on top of the world.
Complacency, yes. Add to that an aging squad, an unreliable keeper and inconsistent strikers. But then again, who would have guessed that Milan would win the CL last year around this time? They’re full of surprises.
Keep in mind that this team hasn’t changed much over the past few years; the players know each other very well. Having said that, though, it’s time for change, and hopefully this summer, they’ll make big changes. (i.e. Mourinho? :o)",moka ,"Jan 4, 2008 ", 10:48 AM,
,"well apparently we have landed VDV but not until June. I think signing Zambro would be a good thing. also, the juve management made him leave because they needed the money of his sale, Zambro didn’t go by choice.
moka, thanks for all the compliments. inter is the team we both hate so i mean we can agree on that anyways. i grew up with a milanista so i have heard it all regarding dida. haha he is shit man, if you guys want to be the great milan that took over europe last year then you really gotta find yourself a new GK. another problem you will have like you said is the age issue. i mean your defence is probably older then juve’s entire starting XI haha but hopefully you guys will get mourinho to coach you that way the azzurri will get carletto. at this point anyone would be better than the don.
is juve going in for cigarini or not?? i have heard the story going both ways.",sofia ,"Jan 5, 2008 ", 11:04 AM,
,"sofia, why do you always have the longests posts…christ almighty.",R.J. ,"Jan 6, 2008 ", 1:05 PM,
